Farmer_ID,Farmer_Name,Location,Crop,Season,Quantity_Produced,Quantity_Sold,Market_Price,Date_of_Sale,Demand_Index,Recommended_Crop
F0278,Amira H.,Bihar,Bajra,Rabi,1978,1812,26,2022-03-11,6,Wheat
F0279,Anya D.,Uttar Pradesh,Wheat,Kharif,1878,1730,20,2022-12-08,2,Sugarcane
F0280,Dhruv K.,Karnataka,Maize,Rabi,2803,2650,23,2023-07-05,4,Onion
F0281,Ehsaan C.,Karnataka,Onion,Kharif,3792,3692,29,2024-01-29,4,Rice
F0282,Tejas V.,Maharashtra,Groundnut,Kharif,3581,3475,50,2022-01-24,3,Groundnut
F0283,Arnav B.,Punjab,Potato,Kharif,2101,1952,25,2022-06-23,6,Onion
F0284,Ranbir K.,Madhya Pradesh,Bajra,Kharif,868,692,18,2024-07-19,1,Tomato
F0285,Hunar T.,Rajasthan,Groundnut,Zaid,3720,3641,55,2022-01-23,1,Sugarcane
F0286,Veer B.,Punjab,Bajra,Zaid,4626,4511,25,2022-08-21,10,Cotton
F0287,Arnav S.,Rajasthan,Tomato,Rabi,4685,4609,8,2024-03-05,1,Rice
F0288,Zoya A.,Madhya Pradesh,Mustard,Zaid,1417,1417,60,2023-04-07,4,Bajra
F0289,Kaira K.,Gujarat,Soybean,Rabi,2811,2659,43,2023-04-03,10,Cotton
F0290,Pihu B.,Gujarat,Mustard,Zaid,1992,1931,49,2022-11-13,8,Bajra
F0291,Saksham T.,Bihar,Tomato,Kharif,4533,4480,19,2022-09-20,3,Groundnut
F0292,Zoya C.,Karnataka,Maize,Kharif,2953,2775,24,2024-02-23,10,Maize
F0293,Hansh S.,Bihar,Bajra,Kharif,1331,1238,22,2022-02-15,6,Tomato
F0294,Keya B.,Gujarat,Soybean,Rabi,4658,4565,49,2023-03-08,2,Groundnut
F0295,Misha K.,Uttar Pradesh,Wheat,Kharif,2617,2588,29,2023-09-22,4,Onion
F0296,Vardaniya B.,Punjab,Sugarcane,Zaid,934,896,3,2022-07-26,3,Soybean
F0297,Chirag G.,Karnataka,Groundnut,Kharif,1342,1279,51,2023-10-25,5,Bajra
F0298,Vanya R.,Maharashtra,Soybean,Kharif,2666,2555,40,2023-03-24,10,Potato
F0299,Ahana  R.,Gujarat,Onion,Kharif,2204,2197,16,2022-09-20,9,Mustard
F0300,Divij R.,Gujarat,Tomato,Kharif,2359,2190,20,2023-05-23,8,Tomato
F0301,Veer S.,Madhya Pradesh,Onion,Zaid,2058,1896,26,2024-01-31,9,Maize
F0302,Sahil K.,Punjab,Rice,Rabi,3198,3098,32,2023-03-23,5,Mustard
F0303,Pranay V.,Gujarat,Bajra,Zaid,3474,3468,20,2023-11-14,2,Groundnut
F0304,Dhanuk R.,Karnataka,Potato,Kharif,3498,3394,19,2023-04-04,10,Rice
F0305,Anahi B.,Rajasthan,Maize,Zaid,3770,3575,24,2022-03-21,4,Wheat
F0306,Himmat S.,Madhya Pradesh,Cotton,Rabi,1138,995,65,2022-01-27,1,Bajra
F0307,Shanaya K.,Rajasthan,Mustard,Zaid,4699,4557,57,2022-12-18,6,Rice
F0308,Jayant B.,Karnataka,Groundnut,Rabi,4233,4094,60,2022-11-10,1,Potato
F0309,Dhanuk M.,Uttar Pradesh,Bajra,Rabi,1978,1934,26,2022-12-09,4,Mustard
F0310,Pari M.,Madhya Pradesh,Potato,Rabi,2014,1873,12,2023-02-04,10,Rice
F0311,Lakshay B.,Karnataka,Onion,Kharif,4018,3841,19,2023-11-16,5,Sugarcane
F0312,Ivana B.,Uttar Pradesh,Rice,Zaid,1491,1302,34,2022-08-04,4,Bajra
F0313,Vedika C.,Maharashtra,Wheat,Rabi,3575,3389,24,2022-01-24,8,Tomato
F0314,Sana C.,Rajasthan,Potato,Rabi,1234,1108,17,2023-07-14,4,Tomato
F0315,Indrans K.,Uttar Pradesh,Bajra,Rabi,3028,3027,19,2024-03-06,5,Mustard
F0316,Khushi T.,Rajasthan,Wheat,Rabi,4030,3920,21,2024-03-23,10,Sugarcane
F0317,Ishita W.,Maharashtra,Potato,Kharif,2631,2496,17,2022-07-21,7,Rice
F0318,Aayush H.,Gujarat,Rice,Zaid,1566,1535,35,2022-12-21,1,Mustard
F0319,Shaan M.,Maharashtra,Rice,Zaid,3584,3417,35,2023-07-26,6,Sugarcane
F0320,Dhanuk S.,Punjab,Bajra,Rabi,3175,3125,19,2023-03-18,8,Onion
F0321,Zaina L.,Maharashtra,Soybean,Kharif,1040,887,51,2022-08-26,1,Groundnut
F0322,Nirvaan G.,Punjab,Onion,Rabi,4438,4332,10,2024-02-20,4,Soybean
F0323,Vedika D.,Bihar,Wheat,Zaid,1103,1033,27,2023-07-21,10,Tomato
F0324,Tara D.,Uttar Pradesh,Onion,Rabi,1983,1855,23,2022-06-27,10,Rice
F0325,Himmat K.,Punjab,Rice,Kharif,2179,2045,29,2024-04-03,9,Wheat
F0326,Armaan J.,Rajasthan,Onion,Rabi,2336,2277,15,2024-03-04,10,Tomato
F0327,Adira K.,Karnataka,Bajra,Rabi,2284,2229,18,2024-07-17,1,Cotton
F0328,Riaan S.,Madhya Pradesh,Potato,Kharif,4934,4900,22,2024-05-29,2,Onion
F0329,Badal B.,Rajasthan,Onion,Rabi,1372,1318,29,2023-04-27,7,Sugarcane
F0330,Kanav T.,Madhya Pradesh,Onion,Zaid,3167,2989,16,2024-03-04,1,Cotton
F0331,Jivika M.,Bihar,Cotton,Rabi,1413,1307,66,2024-03-30,3,Rice
F0332,Trisha A.,Gujarat,Bajra,Zaid,1046,942,19,2023-09-11,4,Bajra
F0333,Sara T.,Maharashtra,Tomato,Kharif,1044,903,9,2023-08-02,2,Wheat
F0334,Armaan G.,Karnataka,Mustard,Zaid,2644,2549,45,2024-02-06,8,Groundnut
F0335,Heer K.,Bihar,Onion,Rabi,4335,4238,21,2024-05-11,8,Soybean
F0336,Oorja R.,Rajasthan,Cotton,Kharif,2438,2322,59,2023-08-13,8,Onion
F0337,Abram M.,Maharashtra,Maize,Rabi,4541,4506,26,2023-09-05,1,Mustard
F0338,Purab S.,Maharashtra,Mustard,Rabi,4058,3874,53,2022-03-11,1,Mustard
F0339,Neysa B.,Maharashtra,Mustard,Zaid,2257,2228,54,2024-05-06,2,Maize
F0340,Chirag B.,Maharashtra,Groundnut,Zaid,1114,1008,49,2023-03-19,2,Rice
F0341,Ishita B.,Uttar Pradesh,Onion,Rabi,1237,1055,14,2023-01-09,7,Onion
F0342,Ehsaan J.,Punjab,Cotton,Rabi,1840,1759,68,2023-10-04,2,Bajra
F0343,Sahil B.,Uttar Pradesh,Cotton,Kharif,1134,999,71,2022-12-30,6,Groundnut
F0344,Inaaya  S.,Bihar,Wheat,Zaid,1406,1363,20,2023-03-01,5,Groundnut
F0345,Hazel S.,Madhya Pradesh,Rice,Zaid,1060,1029,32,2022-09-12,8,Onion
F0346,Hiran T.,Bihar,Maize,Kharif,1321,1286,18,2023-01-19,6,Mustard
F0347,Mamooty M.,Punjab,Soybean,Kharif,1284,1275,46,2022-10-14,5,Rice
F0348,Ira M.,Maharashtra,Groundnut,Rabi,3940,3782,46,2022-04-02,1,Tomato
F0349,Renee Z.,Uttar Pradesh,Cotton,Rabi,1345,1184,64,2024-05-16,4,Maize
F0350,Pranay S.,Bihar,Onion,Zaid,2134,1936,16,2022-08-15,9,Soybean
F0351,Kashvi B.,Rajasthan,Soybean,Kharif,3079,2968,49,2023-12-29,4,Sugarcane
F0352,Divij D.,Karnataka,Groundnut,Rabi,2510,2478,57,2023-02-03,10,Wheat
F0353,Dharmajan B.,Maharashtra,Soybean,Zaid,1329,1296,47,2023-04-04,1,Wheat
F0354,Biju S.,Gujarat,Soybean,Kharif,2781,2595,50,2023-03-28,9,Wheat
F0355,Uthkarsh D.,Bihar,Maize,Zaid,1828,1634,20,2023-09-28,10,Wheat
F0356,Eva K.,Uttar Pradesh,Onion,Kharif,3346,3241,26,2022-10-16,7,Cotton
F0357,Vritika R.,Maharashtra,Soybean,Zaid,2668,2639,41,2022-03-09,4,Rice
F0358,Mamooty A.,Punjab,Groundnut,Zaid,2223,2172,46,2022-05-23,7,Bajra
F0359,Onkar D.,Karnataka,Cotton,Zaid,1133,1133,57,2022-02-16,10,Soybean
F0360,Dhanuk B.,Rajasthan,Cotton,Kharif,4041,3882,67,2024-04-04,8,Onion
F0361,Zain S.,Uttar Pradesh,Soybean,Rabi,4203,4172,55,2022-10-27,10,Bajra
F0362,Anay B.,Bihar,Sugarcane,Zaid,1932,1926,3,2023-09-20,7,Bajra
F0363,Nakul B.,Bihar,Mustard,Zaid,3241,3090,49,2024-02-05,8,Cotton
F0364,Zeeshan B.,Uttar Pradesh,Bajra,Kharif,1598,1591,19,2022-08-10,4,Rice
F0365,Baiju T.,Maharashtra,Sugarcane,Zaid,2875,2724,4,2024-07-20,8,Groundnut
F0366,Nishith C.,Punjab,Potato,Rabi,938,781,16,2022-12-18,1,Tomato
F0367,Eva S.,Punjab,Bajra,Kharif,1348,1245,20,2024-06-15,1,Sugarcane
F0368,Kismat T.,Maharashtra,Rice,Rabi,943,895,33,2023-05-01,1,Cotton
F0369,Nirvi B.,Uttar Pradesh,Potato,Zaid,826,644,24,2024-03-31,4,Onion
F0370,Amira R.,Madhya Pradesh,Mustard,Rabi,1115,1027,58,2022-05-19,7,Groundnut
F0371,Nirvi D.,Punjab,Maize,Kharif,3931,3871,26,2023-04-10,1,Soybean
F0372,Gatik C.,Maharashtra,Wheat,Kharif,1957,1767,20,2022-03-16,1,Rice
F0373,Raghav S.,Punjab,Potato,Zaid,1564,1486,23,2022-10-16,10,Bajra
F0374,Dharmajan V.,Bihar,Groundnut,Rabi,1414,1314,48,2023-06-03,4,Onion
F0375,Tejas T.,Madhya Pradesh,Groundnut,Zaid,2856,2766,51,2024-03-26,4,Mustard
F0376,Jayesh G.,Maharashtra,Soybean,Kharif,2849,2726,49,2022-03-02,7,Groundnut
F0377,Ranbir J.,Rajasthan,Mustard,Rabi,2505,2429,47,2024-03-19,10,Tomato
F0378,Navya V.,Madhya Pradesh,Soybean,Zaid,1763,1629,40,2024-01-20,1,Maize
F0379,Kimaya S.,Bihar,Bajra,Zaid,937,746,23,2023-09-13,2,Soybean
F0380,Kaira D.,Uttar Pradesh,Potato,Kharif,3566,3471,14,2024-01-25,6,Potato
F0381,Hunar T.,Bihar,Soybean,Kharif,4440,4424,51,2022-07-29,9,Soybean
F0382,Ira M.,Uttar Pradesh,Rice,Rabi,1490,1299,25,2023-04-29,4,Wheat
F0383,Nishith D.,Gujarat,Soybean,Kharif,3214,3040,49,2022-07-17,5,Wheat
F0384,Hridaan D.,Uttar Pradesh,Bajra,Rabi,2849,2660,23,2022-04-04,5,Soybean
F0385,Prisha R.,Madhya Pradesh,Tomato,Zaid,2961,2779,19,2022-01-26,4,Groundnut
F0386,Nitya S.,Rajasthan,Sugarcane,Zaid,4405,4327,5,2022-01-03,3,Wheat
F0387,Nayantara B.,Madhya Pradesh,Potato,Zaid,922,858,17,2024-04-10,9,Potato
F0388,Madhup W.,Madhya Pradesh,Groundnut,Rabi,3928,3736,49,2024-04-13,2,Bajra
F0389,Nitara M.,Uttar Pradesh,Potato,Zaid,2926,2806,22,2022-06-27,9,Potato
F0390,Eva K.,Gujarat,Cotton,Kharif,3466,3297,66,2024-02-03,9,Wheat
F0391,Devansh D.,Rajasthan,Maize,Kharif,1649,1645,24,2022-05-25,8,Maize
F0392,Divit T.,Rajasthan,Mustard,Rabi,1769,1683,59,2023-02-09,8,Cotton
F0393,Advika K.,Bihar,Rice,Rabi,1790,1657,29,2023-10-04,7,Cotton
F0394,Zeeshan K.,Rajasthan,Bajra,Kharif,3354,3230,22,2022-05-16,3,Maize
F0395,Ela G.,Maharashtra,Mustard,Rabi,2536,2507,56,2023-04-25,8,Tomato
F0396,Indranil D.,Madhya Pradesh,Mustard,Kharif,2774,2716,59,2022-11-05,10,Groundnut
F0397,Anahi B.,Maharashtra,Wheat,Rabi,2152,2036,20,2024-02-01,8,Cotton
F0398,Aaina T.,Punjab,Soybean,Rabi,2394,2298,44,2024-04-04,2,Soybean
F0399,Kavya W.,Madhya Pradesh,Bajra,Zaid,2169,2062,20,2024-03-19,4,Rice
F0400,Kiara B.,Uttar Pradesh,Maize,Zaid,985,938,26,2024-06-14,4,Potato
F0401,Kiaan R.,Uttar Pradesh,Sugarcane,Rabi,3667,3573,3,2024-05-16,9,Mustard
F0402,Ahana  M.,Gujarat,Tomato,Kharif,1836,1818,13,2022-02-16,2,Wheat
F0403,Kavya G.,Punjab,Sugarcane,Rabi,3118,2918,5,2024-04-26,1,Bajra
F0404,Eva S.,Gujarat,Rice,Zaid,2326,2312,25,2022-12-19,10,Groundnut
F0405,Krish B.,Uttar Pradesh,Onion,Kharif,4871,4672,17,2024-01-24,6,Soybean
F0406,Taran C.,Maharashtra,Groundnut,Rabi,1677,1560,45,2023-11-22,5,Sugarcane
F0407,Mishti D.,Maharashtra,Onion,Zaid,3098,3034,29,2024-04-07,1,Groundnut
F0408,Vardaniya S.,Karnataka,Wheat,Zaid,4901,4730,29,2022-10-16,4,Mustard
F0409,Devansh S.,Karnataka,Potato,Rabi,1826,1690,24,2022-08-29,3,Maize
F0410,Vaibhav G.,Karnataka,Groundnut,Kharif,2953,2802,51,2023-04-23,4,Potato
F0411,Myra H.,Gujarat,Rice,Rabi,806,787,29,2023-09-09,8,Onion
F0412,Zoya S.,Bihar,Rice,Zaid,1326,1276,34,2023-08-03,7,Sugarcane
F0413,Rati K.,Gujarat,Wheat,Zaid,1835,1754,24,2024-05-03,1,Tomato
F0414,Kartik G.,Karnataka,Soybean,Kharif,3124,2992,47,2022-07-11,3,Maize
F0415,Heer G.,Punjab,Mustard,Kharif,1089,1052,52,2022-08-08,2,Groundnut
F0416,Chirag D.,Karnataka,Maize,Zaid,2115,2055,23,2023-08-28,1,Groundnut
F0417,Urvi J.,Punjab,Cotton,Zaid,4287,4158,71,2023-03-11,2,Wheat
F0418,Indrajit K.,Gujarat,Potato,Kharif,2368,2267,15,2023-05-01,10,Mustard
F0419,Raghav B.,Rajasthan,Cotton,Rabi,897,801,64,2022-07-03,10,Potato
F0420,Nirvaan R.,Punjab,Mustard,Kharif,2085,1994,52,2023-12-20,3,Onion
F0421,Akarsh S.,Gujarat,Groundnut,Zaid,859,829,47,2023-02-05,4,Tomato
F0422,Aarush R.,Rajasthan,Onion,Kharif,4090,4021,26,2022-07-01,4,Maize
F0423,Himmat B.,Gujarat,Onion,Zaid,1705,1539,18,2023-11-07,8,Groundnut
F0424,Dharmajan G.,Rajasthan,Cotton,Zaid,2047,1988,71,2022-08-07,9,Sugarcane
F0425,Hazel V.,Punjab,Cotton,Rabi,1171,1140,58,2022-10-13,4,Tomato
F0426,Mohanlal S.,Gujarat,Groundnut,Rabi,2727,2575,64,2023-12-19,8,Potato
F0427,Anahita K.,Gujarat,Wheat,Zaid,2901,2725,21,2024-02-23,10,Wheat
F0428,Saksham B.,Punjab,Sugarcane,Kharif,4681,4607,4,2023-07-10,3,Groundnut
F0429,Dhruv Y.,Punjab,Potato,Zaid,3272,3158,13,2022-04-06,4,Bajra
F0430,Vidur B.,Punjab,Groundnut,Rabi,3886,3846,62,2023-01-15,1,Maize
F0431,Seher D.,Bihar,Bajra,Rabi,4889,4747,24,2023-05-21,10,Sugarcane
F0432,Sara T.,Rajasthan,Rice,Rabi,2991,2970,35,2022-10-14,6,Groundnut
F0433,Reyansh S.,Gujarat,Sugarcane,Rabi,2179,2136,4,2022-08-05,2,Soybean
F0434,Kabir T.,Uttar Pradesh,Wheat,Rabi,4985,4947,29,2023-01-14,10,Sugarcane
F0435,Vivaan D.,Bihar,Bajra,Rabi,1081,993,22,2023-11-12,9,Soybean
F0436,Siya S.,Punjab,Groundnut,Zaid,3668,3561,47,2023-01-13,10,Maize
F0437,Vidur B.,Gujarat,Soybean,Kharif,2334,2165,52,2023-04-22,10,Tomato
F0438,Veer G.,Karnataka,Soybean,Zaid,3125,3073,45,2023-06-17,5,Soybean
F0439,Zaina R.,Gujarat,Bajra,Rabi,4570,4467,25,2022-07-16,10,Onion
F0440,Ranbir B.,Madhya Pradesh,Maize,Kharif,2508,2500,28,2022-07-30,1,Wheat
F0441,Nishith G.,Bihar,Maize,Kharif,2280,2123,27,2024-04-11,8,Potato
F0442,Raghav K.,Uttar Pradesh,Mustard,Zaid,4161,4159,47,2022-11-19,1,Potato
F0443,Neelofar K.,Gujarat,Maize,Zaid,2167,2058,18,2024-07-19,2,Maize
F0444,Tarini D.,Punjab,Rice,Kharif,1023,866,34,2022-08-18,6,Bajra
F0445,Priyansh S.,Gujarat,Mustard,Rabi,4131,4098,57,2023-07-10,1,Onion
F0446,Ritvik S.,Uttar Pradesh,Cotton,Zaid,3329,3329,57,2023-12-21,2,Sugarcane
F0447,Nehmat B.,Maharashtra,Maize,Rabi,908,871,25,2022-10-30,1,Sugarcane
F0448,Kartik A.,Maharashtra,Tomato,Rabi,4871,4676,18,2022-12-10,8,Maize
F0449,Miraya C.,Punjab,Maize,Rabi,3161,3115,22,2022-02-16,4,Mustard
F0450,Oorja K.,Madhya Pradesh,Wheat,Kharif,4063,3896,23,2024-04-01,2,Mustard
F0451,Pari S.,Punjab,Bajra,Rabi,1219,1154,22,2022-03-17,6,Sugarcane
F0452,Vidur S.,Karnataka,Bajra,Zaid,4713,4515,25,2024-02-22,10,Sugarcane
F0453,Veer B.,Bihar,Cotton,Rabi,3231,3086,58,2022-09-06,10,Wheat
F0454,Sara H.,Maharashtra,Cotton,Zaid,2430,2242,64,2023-03-11,9,Soybean
F0455,Lagan R.,Bihar,Groundnut,Rabi,4633,4519,63,2023-05-23,10,Soybean
F0456,Shaan S.,Karnataka,Soybean,Zaid,3089,2993,52,2022-11-08,10,Wheat
F0457,Hazel V.,Punjab,Mustard,Kharif,1197,1032,54,2023-04-09,1,Maize
F0458,Vanya D.,Uttar Pradesh,Soybean,Zaid,2435,2277,43,2023-11-23,2,Mustard
F0459,Zain A.,Madhya Pradesh,Wheat,Rabi,4937,4770,30,2023-06-22,5,Cotton
F0460,Nitya C.,Karnataka,Bajra,Rabi,4833,4683,26,2022-03-19,4,Soybean
F0461,Jiya C.,Uttar Pradesh,Groundnut,Zaid,3789,3761,48,2024-02-14,10,Potato
F0462,Aaryahi R.,Gujarat,Tomato,Zaid,1148,987,17,2022-01-21,5,Potato
F0463,Madhav B.,Gujarat,Maize,Zaid,3988,3910,24,2023-02-16,10,Bajra
F0464,Hazel K.,Karnataka,Maize,Kharif,2004,1822,19,2022-05-25,10,Soybean
F0465,Riaan T.,Karnataka,Wheat,Zaid,3525,3466,26,2023-03-07,6,Rice
F0466,Zoya S.,Bihar,Tomato,Kharif,3756,3566,20,2022-12-19,1,Groundnut
F0467,Drishya B.,Maharashtra,Sugarcane,Rabi,3146,2970,4,2022-12-26,1,Mustard
F0468,Dishani B.,Punjab,Tomato,Zaid,1120,935,11,2022-09-04,3,Cotton
F0469,Emir G.,Karnataka,Cotton,Zaid,918,841,69,2023-09-06,1,Bajra
F0470,Jiya R.,Karnataka,Wheat,Zaid,3526,3398,29,2022-02-09,9,Potato
F0471,Aarav C.,Maharashtra,Bajra,Rabi,4665,4642,19,2024-07-31,1,Bajra
F0472,Abram S.,Bihar,Bajra,Rabi,828,653,21,2022-09-29,9,Wheat
F0473,Dishani M.,Rajasthan,Soybean,Kharif,2714,2713,48,2024-05-16,7,Soybean
F0474,Rania D.,Bihar,Rice,Rabi,3089,2931,30,2023-10-19,1,Potato
F0475,Aayush M.,Madhya Pradesh,Maize,Kharif,2916,2835,19,2022-08-19,8,Bajra
F0476,Sahil S.,Maharashtra,Mustard,Kharif,2623,2574,60,2022-10-06,5,Tomato
F0477,Ritvik V.,Karnataka,Groundnut,Zaid,4612,4420,51,2022-03-11,4,Soybean
F0478,Indrajit C.,Uttar Pradesh,Maize,Rabi,3695,3643,22,2022-08-23,10,Maize
F0479,Saira B.,Bihar,Potato,Rabi,2041,1954,23,2023-05-04,4,Rice
F0480,Akarsh M.,Maharashtra,Cotton,Kharif,1649,1455,60,2022-01-07,8,Groundnut
F0481,Mishti R.,Madhya Pradesh,Tomato,Zaid,2592,2474,17,2024-06-26,3,Potato
F0482,Inaaya  S.,Maharashtra,Onion,Kharif,1514,1340,25,2023-07-15,7,Bajra
F0483,Akarsh S.,Bihar,Soybean,Rabi,3303,3111,47,2022-05-06,7,Sugarcane
F0484,Anaya D.,Uttar Pradesh,Tomato,Rabi,2448,2389,11,2024-03-15,1,Cotton
F0485,Diya M.,Bihar,Onion,Zaid,4113,3966,12,2024-06-06,3,Tomato
F0486,Nitya B.,Rajasthan,Rice,Zaid,1449,1412,26,2022-12-24,7,Wheat
F0487,Ayesha K.,Maharashtra,Soybean,Rabi,2063,2057,53,2022-05-28,8,Cotton
F0488,Nitara B.,Gujarat,Cotton,Rabi,3194,3191,65,2024-01-08,1,Potato
F0489,Adah D.,Maharashtra,Groundnut,Kharif,1475,1414,45,2023-07-09,8,Groundnut
F0490,Pihu D.,Rajasthan,Tomato,Kharif,4889,4710,12,2023-03-05,6,Tomato
F0491,Indrans S.,Punjab,Groundnut,Zaid,4221,4211,58,2022-07-07,7,Potato
F0492,Zaina H.,Madhya Pradesh,Onion,Zaid,1009,836,27,2024-02-26,10,Mustard
F0493,Raghav S.,Madhya Pradesh,Soybean,Kharif,3971,3800,40,2023-03-03,2,Maize
F0494,Anahita S.,Punjab,Maize,Kharif,1293,1288,26,2023-01-02,10,Rice
F0495,Saira W.,Maharashtra,Rice,Rabi,1357,1167,34,2024-04-30,3,Groundnut
F0496,Anahi M.,Madhya Pradesh,Cotton,Kharif,2385,2302,71,2023-06-18,8,Cotton
F0497,Amani R.,Madhya Pradesh,Potato,Kharif,3702,3508,15,2022-01-31,6,Onion
F0498,Madhav D.,Bihar,Sugarcane,Zaid,4732,4643,4,2022-11-11,4,Wheat
F0499,Badal S.,Uttar Pradesh,Potato,Rabi,4488,4376,20,2024-04-05,10,Sugarcane
F0500,Saksham S.,Punjab,Rice,Kharif,3142,3083,33,2024-04-01,1,Mustard
F0501,Eshani B.,Maharashtra,Groundnut,Kharif,2220,2106,52,2023-01-31,6,Cotton
F0502,Yuvraj  W.,Gujarat,Bajra,Kharif,3425,3373,18,2022-11-05,8,Rice
F0503,Lakshit S.,Gujarat,Bajra,Rabi,2805,2630,18,2023-01-24,2,Groundnut
F0504,Rohan G.,Bihar,Potato,Zaid,3309,3202,23,2022-05-03,8,Cotton
F0505,Nayantara D.,Punjab,Cotton,Zaid,3888,3801,73,2024-03-10,7,Sugarcane
F0506,Navya T.,Rajasthan,Soybean,Kharif,4564,4396,54,2023-11-10,8,Tomato
F0507,Piya C.,Karnataka,Bajra,Kharif,2754,2588,20,2022-01-16,7,Rice
F0508,Dharmajan S.,Rajasthan,Maize,Kharif,3790,3707,18,2022-01-11,6,Maize
F0509,Samarth G.,Madhya Pradesh,Mustard,Zaid,1898,1763,45,2022-08-16,9,Potato
F0510,Eva S.,Bihar,Onion,Zaid,2771,2637,18,2024-03-08,10,Tomato
F0511,Vritika S.,Uttar Pradesh,Wheat,Zaid,1407,1233,25,2024-02-19,3,Groundnut
F0512,Yakshit C.,Rajasthan,Maize,Zaid,1600,1465,19,2024-06-26,10,Maize
F0513,Samaira A.,Gujarat,Wheat,Zaid,872,797,26,2022-03-15,1,Sugarcane
F0514,Pari S.,Rajasthan,Potato,Kharif,4645,4467,20,2023-05-22,5,Cotton
F0515,Khushi M.,Bihar,Onion,Zaid,4950,4807,11,2023-12-20,6,Wheat
F0516,Jiya C.,Madhya Pradesh,Wheat,Rabi,1496,1352,20,2023-02-16,10,Maize
F0517,Ayesha S.,Madhya Pradesh,Wheat,Kharif,4268,4073,26,2023-01-20,6,Mustard
F0518,Ivan S.,Madhya Pradesh,Soybean,Rabi,3662,3598,52,2022-10-01,3,Wheat
F0519,Lakshit S.,Uttar Pradesh,Tomato,Kharif,4475,4469,10,2024-01-02,3,Potato
F0520,Saanvi D.,Gujarat,Mustard,Rabi,2731,2605,56,2024-02-07,2,Groundnut
F0521,Samaira C.,Madhya Pradesh,Potato,Zaid,2108,2068,17,2022-11-24,2,Rice
F0522,Uthkarsh G.,Gujarat,Potato,Zaid,4253,4094,23,2023-05-14,7,Mustard
F0523,Abram U.,Gujarat,Bajra,Rabi,2372,2225,21,2023-12-03,10,Potato
F0524,Priyansh S.,Punjab,Onion,Rabi,4520,4472,14,2022-07-03,7,Potato
F0525,Kiara S.,Maharashtra,Bajra,Rabi,4132,3982,21,2023-11-01,1,Soybean
F0526,Fateh K.,Rajasthan,Cotton,Kharif,3416,3219,70,2024-06-08,3,Cotton
F0527,Diya M.,Rajasthan,Groundnut,Kharif,2330,2221,50,2022-09-18,1,Wheat
F0528,Oorja S.,Uttar Pradesh,Onion,Kharif,2482,2465,15,2022-01-14,2,Soybean
F0529,Aarav G.,Punjab,Bajra,Zaid,1744,1561,18,2024-07-21,4,Bajra
F0530,Rati T.,Gujarat,Soybean,Rabi,4323,4231,41,2022-04-06,5,Rice
F0531,Anya S.,Madhya Pradesh,Bajra,Rabi,3858,3748,26,2023-03-30,10,Wheat
F0532,Kaira D.,Karnataka,Potato,Rabi,3840,3704,12,2023-04-21,10,Wheat
F0533,Inaaya  M.,Karnataka,Tomato,Rabi,1138,1099,11,2024-01-27,5,Cotton
F0534,Samar K.,Punjab,Soybean,Kharif,4975,4897,43,2022-10-06,6,Mustard
F0535,Chirag R.,Madhya Pradesh,Rice,Rabi,3539,3372,30,2022-04-30,5,Onion
F0536,Prisha I.,Uttar Pradesh,Groundnut,Rabi,4890,4878,46,2022-11-16,7,Cotton
F0537,Adah K.,Gujarat,Maize,Kharif,2905,2872,25,2022-04-21,10,Groundnut
F0538,Anaya B.,Rajasthan,Sugarcane,Zaid,1172,1018,4,2022-09-08,10,Wheat
F0539,Umang B.,Gujarat,Groundnut,Rabi,1424,1266,61,2023-03-05,2,Cotton
F0540,Ritvik B.,Maharashtra,Bajra,Zaid,2367,2330,20,2023-11-10,2,Cotton
F0541,Alisha S.,Bihar,Maize,Rabi,1123,1087,24,2023-10-28,7,Onion
F0542,Pihu C.,Karnataka,Sugarcane,Rabi,4704,4698,5,2023-04-19,9,Mustard
F0543,Vaibhav Y.,Madhya Pradesh,Bajra,Kharif,4301,4284,25,2024-07-14,6,Bajra
F0544,Ela K.,Gujarat,Bajra,Kharif,3969,3842,20,2022-10-01,3,Maize
F0545,Samarth D.,Punjab,Groundnut,Zaid,4731,4671,59,2022-09-14,3,Onion
F0546,Dishani L.,Karnataka,Cotton,Kharif,895,825,63,2023-03-10,8,Bajra
F0547,Manjari C.,Maharashtra,Groundnut,Rabi,2434,2406,53,2024-04-06,5,Onion
F0548,Zaina L.,Karnataka,Bajra,Kharif,4713,4533,24,2022-01-25,8,Bajra
F0549,Keya B.,Gujarat,Cotton,Rabi,4075,3901,72,2022-05-15,4,Wheat
F0550,Jivin B.,Punjab,Maize,Kharif,4458,4291,20,2022-01-02,3,Bajra
F0551,Indranil R.,Maharashtra,Rice,Zaid,3006,2832,30,2022-02-26,9,Wheat
F0552,Anay K.,Punjab,Bajra,Zaid,1324,1180,18,2022-05-31,2,Groundnut
F0553,Madhup B.,Bihar,Soybean,Kharif,801,689,51,2023-09-19,10,Wheat
F0554,Dhruv D.,Punjab,Onion,Kharif,4706,4594,28,2022-04-01,1,Cotton
F0555,Amani S.,Bihar,Maize,Kharif,3714,3651,28,2022-03-12,8,Wheat
F0556,Nayantara B.,Bihar,Cotton,Rabi,3079,2947,56,2022-04-23,3,Soybean
F0557,Oorja C.,Madhya Pradesh,Soybean,Zaid,823,678,44,2022-09-04,8,Mustard
